1300	1583	402	1930	3089
2300	1562	357	1833	2993
3200	1412	328	1583	2631
4200	1545	332	1657	2841
5200	1531	315	1616	2809
6200	1499	282	1533	2711
7200	1501	281	1469	2676
8200	1475	256	1382	2536
9200	1484	245	1342	2538
10200	1433	220	1276	2451
11200	1435	219	1225	2407
12200	1426	201	1172	2316
13200	1407	202	1123	2300
14100	1250	225	1371	2843
14800	942	107	723	1521
15800	1388	163	1006	2136
16700	1222	150	884	1898
17700	1339	140	934	2038
18700	1302	134	891	1991
19700	1333	132	853	1950
20700	1292	128	832	1898
21700	1292	116	810	1863
22700	1252	106	751	1790
23700	1282	106	751	1783
24700	1238	100	695	1708
25700	1242	94	699	1703
26600	1068	77	582	1476
27600	1239	89	653	1627
28600	1189	85	606	1573
29600	1191	76	607	1553
30600	1171	70	578	1505
31600	1158	77	561	1480
32600	1152	63	530	1433
33600	1135	70	528	1430
34600	1134	63	513	1385
35600	1091	52	476	1327
36500	1009	55	429	1186
37500	1085	58	475	1291
38500	1091	52	449	1278
39500	1044	47	429	1217
40500	1058	52	436	1218
41500	1053	53	407	1164
42500	1050	40	405	1165
43500	1011	43	388	1133
44500	1011	48	392	1114
45500	1005	41	365	1064
46400	902	35	331	955
47400	972	42	353	1045
48400	976	40	354	1025
49400	968	37	326	969
50400	960	39	334	980
51400	942	35	321	962
52400	922	34	318	934
53400	931	38	308	899
54400	927	33	301	890
55400	903	32	292	886
56300	792	30	261	775
57300	896	35	286	840
58300	886	32	280	822
59300	881	31	267	810
60300	827	29	271	807
61300	867	33	263	774
62300	854	31	248	749
63300	839	27	248	748
64300	813	28	256	743
65300	807	34	245	723
66200	746	25	205	618
67200	803	25	230	689
68200	785	29	242	691
69200	770	31	230	669
70200	796	28	211	643
71200	772	28	225	635
72200	770	27	212	634
73200	729	24	220	617
74200	752	32	208	603
75100	677	23	178	520
76100	734	26	200	586
77100	703	24	209	578
78100	720	31	192	556
79100	717	26	189	535
80100	704	22	183	538
81100	677	27	203	542
82100	685	29	183	517
83100	687	25	179	492
84100	686	26	180	505
85000	584	21	165	451
86000	656	29	177	486
87000	668	25	168	457
88000	657	24	171	470
89000	635	24	169	463
90000	622	27	175	447
91000	624	29	167	441
92000	637	24	158	421
93000	619	23	157	429
93900	529	23	151	378
94900	603	29	156	410
95900	614	25	150	390
96900	593	22	149	401
97900	563	25	161	389
98900	582	29	147	388
99900	586	25	145	359
100900	566	21	139	374
101900	557	24	152	363
102900	544	29	149	361
103800	509	22	121	302
104800	550	22	134	350
105800	540	24	145	339
106800	516	28	142	337
107800	535	26	135	317
108800	537	23	128	322
109800	517	23	132	319
110800	497	24	136	306
111800	508	30	131	316
112700	465	19	107	257
113700	503	23	129	297
114700	478	25	132	287
115700	489	29	126	292
116700	490	23	116	271
117700	485	21	115	276
118700	465	24	126	272
119700	460	29	127	275
120700	473	25	111	253
121600	422	18	101	231
121700	424	28	15	256
122600	399	20	108	231
123600	452	30	119	252
124600	451	25	111	242
125600	449	23	111	243
126600	441	24	109	236
127600	411	24	113	240
128600	436	28	116	233
129600	432	24	98	218
130600	422	21	103	224
131500	355	23	103	208
132500	420	29	111	218
133500	414	24	94	204
134500	408	20	99	207
135500	393	25	109	221
136500	392	29	106	200
137500	395	23	94	194
138500	400	24	96	198
139500	384	23	99	196
140400	327	26	97	177
141400	380	24	91	182
142400	383	23	91	186
143400	372	23	98	184
144400	346	27	100	190
145400	370	28	94	175
146400	363	22	86	172
147400	361	23	90	170
148400	331	24	93	177
149300	325	27	83	150
149400	338	22	12	157
150300	316	21	72	148
151300	345	22	87	157
152300	320	24	90	169
153300	346	29	92	160
154300	337	24	76	152
155300	329	21	81	145
156300	322	24	89	160
157300	309	29	88	155
158300	331	25	82	144
159200	285	19	68	121
160200	316	24	84	149
161200	295	28	83	146
162200	317	25	80	136
163200	302	24	76	135
164200	307	23	78	134
165200	284	24	85	139
166200	305	30	79	132
167200	295	23	70	126
168100	259	19	67	114
169100	278	25	82	133
170100	293	29	78	125
171100	280	23	68	115
172100	281	21	69	116
173100	272	24	77	124
174100	273	29	77	125
175100	278	25	71	110
176100	264	22	68	112
177000	238	20	64	102
178000	265	30	77	118
179000	264	24	69	106
180000	256	23	65	107
181000	264	25	70	109
182000	239	24	71	107
183000	256	28	71	111
184000	254	24	63	95
185000	245	21	62	100
186000	234	24	71	105
186900	220	28	64	98
187900	247	24	60	86
188900	238	20	59	95
189900	228	25	71	102
190900	236	29	68	99
191900	228	23	59	88
192900	236	24	59	90
193900	227	23	63	92
194900	211	27	68	94
195800	202	22	51	75
196800	231	24	59	87
197800	214	23	61	90
198800	207	27	68	90
199800	218	28	57	84
200800	217	21	56	80
201800	206	24	55	81
202800	202	24	65	88
203800	209	29	62	83
204700	190	21	47	67
205700	200	22	53	76
206700	191	24	61	82
207700	205	29	62	82
208700	197	24	49	68
209700	201	20	51	72
210700	183	25	60	80
211700	191	29	61	78
212700	190	25	54	75
213700	196	24	52	69
214600	163	19	46	63
215600	178	28	58	74
216600	185	25	53	71
217600	193	24	51	66
218600	168	23	48	66
219600	175	24	58	74
220600	176	30	56	71
221600	182	23	46	61
222600	172	20	46	59
223500	153	24	53	68
