224500	165	29	54	68
225500	176	23	45	58
226500	167	21	45	57
227500	159	24	54	69
228500	166	29	53	67
229500	162	24	47	56
230500	170	23	46	58
231500	154	25	51	61
232400	141	24	47	59
233400	154	25	45	55
234400	163	23	48	56
235400	151	25	48	56
236400	146	24	49	62
237400	149	28	49	59
238400	161	24	43	52
239400	148	21	43	50
240400	141	24	49	58
241400	149	29	49	59
242300	136	23	39	45
243300	142	20	41	48
244300	134	24	49	57
245300	145	30	48	57
246300	138	23	42	50
247300	147	24	43	50
248300	134	23	45	50
249300	129	27	47	56
250300	137	27	45	50
251200	129	19	33	40
252200	127	23	44	50
253200	129	27	47	55
254200	131	28	45	48
255200	134	21	36	43
256200	129	23	42	48
257200	119	24	45	51
258200	128	29	45	50
259200	128	24	38	42
260100	115	19	35	40
261100	114	24	44	49
262100	124	29	44	49
263100	124	24	38	41
264100	122	20	36	41
265100	117	25	44	49
266100	116	29	44	48
267100	119	25	41	43
268100	121	24	38	42
269100	113	23	37	42
270000	97	24	39	42
271000	114	25	41	44
272000	118	24	36	39
273000	109	23	37	41
274000	104	24	42	45
275000	112	29	43	46
276000	111	23	34	37
277000	105	20	34	36
278000	109	25	42	45
278900	94	28	39	41
279900	108	23	34	38
280900	103	21	34	35
281900	104	24	40	43
282900	100	29	42	44
283900	104	24	34	37
284900	103	23	34	36
285900	101	24	38	40
286900	92	26	41	42
287800	94	24	32	34
288800	99	22	32	34
289800	101	26	39	41
290800	86	24	38	39
291800	97	28	40	41
292800	101	24	32	34
293800	92	21	32	34
294800	88	24	37	39
295800	97	29	41	41
296700	87	23	29	31
296800	81	23	2	37
297700	81	19	28	29
298700	86	24	37	38
299700	95	30	41	42
300700	88	23	31	33
301700	92	24	33	33
302700	87	23	34	35
303700	81	27	39	40
304700	90	27	37	37
305700	91	22	29	29
306600	73	20	29	30
307600	79	27	38	39
308600	89	28	37	38
309600	86	21	28	28
310600	80	23	33	33
311600	78	25	36	36
312600	84	29	38	39
313600	84	24	30	30
314600	79	20	28	29
315500	67	23	33	33
316500	82	29	38	38
317500	83	24	30	30
318500	75	20	28	28
319500	73	24	34	34
320500	82	30	40	40
321500	76	25	31	31
322500	78	23	30	30
323500	74	24	32	32
324400	66	24	33	33
325400	73	25	32	32
326400	77	24	30	29
327400	73	23	31	31
328400	67	24	34	33
329400	76	29	35	35
330400	74	24	29	29
331400	67	20	27	27
332400	71	25	34	34
333400	72	29	36	36
334300	64	22	26	25
335300	67	21	28	27
336300	67	24	33	32
337300	69	29	36	36
338300	66	24	29	29
339300	73	23	27	27
340300	64	23	31	31
341300	65	27	35	34
342300	67	28	33	33
343200	63	18	21	20
344200	65	25	33	32
345200	60	25	33	32
346200	64	28	34	34
347200	70	24	28	27
348200	61	21	26	26
349200	59	24	31	31
350200	65	29	35	34
351200	62	24	27	27
352100	58	19	24	23
353100	58	24	31	30
354100	65	30	36	35
355100	58	23	27	26
356100	63	22	26	26
357100	58	24	31	30
358100	59	28	34	33
359100	61	27	33	32
360100	62	22	25	24
361100	57	23	28	27
362000	49	24	29	29
363000	60	27	32	31
364000	59	22	25	24
365000	56	23	28	27
366000	55	25	31	30
367000	58	29	34	34
368000	57	24	27	26
369000	55	20	24	23
370000	51	24	30	29
370900	53	28	33	33
371900	55	24	27	25
372900	55	20	24	23
373900	50	24	29	28
374900	58	30	35	34
375900	53	25	28	27
376900	56	23	26	26
377900	52	24	28	27
378900	47	24	29	28
379800	51	25	29	28
380800	55	24	26	26
381800	50	23	27	26
382800	48	24	29	28
383800	55	29	34	33
384800	53	24	26	25
385800	47	20	23	23
386800	50	25	30	29
387800	53	29	34	32
388700	46	22	24	22
388800	46	24	2	28
389700	45	20	22	22
390700	48	24	28	27
391700	52	29	33	32
392700	48	24	26	25
393700	52	23	25	25
394700	45	23	27	26
395700	47	27	31	30
396700	50	28	31	30
397700	51	23	25	24
398600	39	20	23	23
399600	44	25	29	28
400600	50	28	32	31
401600	50	24	25	24
402600	42	21	24	24
403600	43	24	28	27
404600	51	29	33	32
405600	46	24	25	24
406600	44	21	24	24
407500	38	22	26	24
408500	50	30	34	32
409500	44	23	24	23
410500	44	22	25	24
411500	43	24	27	26
412500	44	28	31	30
413500	47	27	29	29
414500	45	22	23	22
415500	40	23	26	25
416400	38	24	27	26
417400	46	27	29	29
418400	44	22	23	22
419400	40	23	26	25
420400	42	25	28	27
421400	45	29	32	31
422400	43	23	23	23
423400	40	21	24	23
424400	40	24	27	26
425400	44	29	32	31
426300	40	23	23	23
427300	39	20	23	22
428300	39	24	27	26
429300	45	30	33	32
430300	41	25	26	26
431300	42	23	25	24
432300	39	24	27	26
433300	37	24	27	26
434300	42	28	31	30
435200	39	21	21	21
436200	38	23	26	25
437200	37	24	27	26
438200	43	29	31	30
439200	41	24	24	24
440200	35	20	22	21
441200	41	25	27	26
442200	40	29	31	30
443200	37	23	24	24
444100	33	19	20	19
445100	40	25	27	26
446100	40	29	31	30
447100	38	24	25	25
448100	40	23	24	23
449100	34	23	25	24
450100	38	27	29	28
451100	41	28	30	29
452100	39	23	23	23
453100	35	22	24	23
454000	31	23	25	24
455000	40	28	30	29
456000	39	24	24	24
457000	34	21	23	22
458000	34	24	26	25
459000	39	29	31	30
460000	37	24	24	24
461000	35	21	23	22
462000	36	24	26	25
462900	34	27	29	28
463900	36	24	24	24
464900	36	22	24	23
465900	35	24	26	25
466900	35	28	30	29
467900	37	26	28	27
468900	36	23	23	23
469900	35	23	25	24
470900	32	24	26	25
471800	36	27	29	28
472800	34	22	22	22
473800	34	23	25	24
474800	33	25	27	26
475800	38	29	31	30
476800	34	23	23	23
477800	33	21	23	22
478800	33	24	26	25
479800	36	29	31	30
480700	32	23	23	23
480800	30	23	3	24
481700	29	18	18	18
482700	32	24	25	25
483700	38	30	31	31
484700	34	25	26	26
485700	34	23	23	23
486700	33	24	25	25
487700	30	24	25	25
488700	36	28	29	29
489700	34	24	24	24
490600	29	20	21	21
491600	30	24	25	25
492600	38	29	30	30
493600	33	24	24	24
494600	30	20	21	21
495600	32	25	26	26
496600	35	29	30	30
497600	31	23	24	24
498600	34	24	24	24
499500	26	20	21	21
500500	35	29	30	30
501500	32	24	25	25
502500	33	23	23	23
503500	30	23	24	24
504500	32	27	28	28
505500	35	28	29	28
506500	31	22	22	22
507500	31	23	24	23
508400	26	23	24	23
509400	35	28	29	28
510400	32	23	23	23
511400	30	22	23	22
512400	29	24	25	24
513400	34	29	30	29
514400	33	24	24	24
515400	29	21	22	21
516400	29	24	25	24
517400	34	29	30	29
518300	28	22	22	22
519300	30	22	23	22
520300	30	24	25	24
521300	32	28	29	28
522300	31	25	26	25
523300	32	24	24	24
524300	30	23	24	23
525300	28	24	25	24
526300	35	30	31	30
527200	26	19	19	19
528200	29	23	24	23
529200	30	25	26	25
530200	32	29	30	29
531200	30	23	23	23
532200	27	21	22	21
533200	30	24	25	24
534200	32	29	30	29
535200	31	25	26	25
536100	25	18	18	18
537100	29	24	25	24
538100	33	30	31	30
539100	30	24	25	24
540100	30	23	23	23
541100	30	25	26	25
542100	27	24	25	24
543100	32	28	29	28
544100	30	24	24	24
545100	26	21	22	21
546000	26	23	24	23
547000	33	29	30	29
548000	30	24	24	24
549000	25	20	21	20
550000	30	25	26	25
