109400	454	20	123	282
110400	510	29	138	321
111400	517	24	123	291
112400	514	23	127	314
113400	502	23	129	295
114400	481	27	133	295
115400	489	28	126	290
116400	493	23	116	276
117400	486	22	121	277
118300	408	23	114	247
119300	473	28	125	279
120300	479	24	110	250
121300	465	21	115	258
122300	439	24	122	261
123300	455	29	117	254
124300	458	24	108	240
125300	445	21	109	239
126300	435	25	115	248
127200	385	27	107	217
128200	437	23	103	224
129200	435	24	105	225
130200	420	22	108	230
131200	402	28	112	227
132200	417	27	108	212
133200	419	22	95	214
134200	409	23	105	209
135200	383	25	106	218
136200	402	29	108	202
137100	363	19	80	174
138100	392	23	100	200
139100	371	25	103	204
140100	387	29	104	190
141100	385	24	87	181
142100	379	20	90	183
143100	365	24	102	195
144100	361	29	100	184
145100	370	25	88	171
146000	325	18	76	152
147000	354	24	97	183
148000	346	30	96	176
149000	357	25	87	162
150000	347	23	87	167
151000	351	24	88	159
152000	311	24	91	169
153000	350	28	92	162
154000	341	25	77	148
154900	301	19	76	138
155900	307	24	90	159
156900	334	29	87	150
157900	323	24	75	141
158900	315	20	79	138
159900	304	25	88	155
160900	316	29	84	145
161900	308	23	75	133
162900	313	24	78	134
163900	302	23	80	138
164800	259	26	77	128
165800	299	24	72	124
166800	297	23	74	128
167800	292	23	80	132
168800	276	27	79	133
169800	297	28	75	126
170800	278	23	74	117
171800	284	22	70	121
172800	263	24	76	124
173700	259	27	69	109
174700	270	24	71	111
175700	273	21	66	113
176700	253	24	75	117
177700	276	29	76	117
178700	261	24	65	104
179700	258	21	64	105
180700	263	24	73	113
181700	242	29	73	110
182600	231	22	59	92
183600	251	22	62	100
184600	254	24	71	106
185600	230	28	70	104
186600	251	27	67	106
187600	243	22	60	87
188600	239	23	62	98
189600	230	25	73	102
190600	233	29	67	101
191500	213	19	49	73
191600	206	24	48	95
192500	205	19	52	85
193500	222	25	71	96
194500	227	29	65	94
195500	223	23	54	78
196500	225	21	56	86
197500	212	24	66	93
198500	220	29	66	90
199500	214	25	57	81
200500	218	22	56	81
201400	181	20	54	77
202400	212	30	66	88
203400	206	25	56	78
204400	212	23	54	78
205400	199	24	55	80
206400	192	24	62	80
207400	199	28	59	81
208400	212	25	53	73
209400	190	20	50	71
210300	166	23	57	74
211300	193	29	58	78
212300	200	24	50	69
213300	187	20	50	67
214300	178	25	58	78
215300	190	29	57	74
216300	182	23	50	68
217300	194	24	52	65
218300	169	23	51	71
219200	161	26	53	67
220200	176	24	50	64
221200	187	23	49	63
222200	165	23	50	68
223200	168	27	57	72
224200	168	28	52	65
225200	179	22	46	61
226200	163	23	47	59
227200	161	24	54	70
228200	168	29	53	66
229100	152	21	40	49
230100	161	22	46	57
231100	152	24	52	65
232100	165	29	52	64
233100	155	24	43	52
234100	162	21	44	54
235100	152	24	52	61
236100	150	29	51	64
237100	150	25	46	56
238000	143	19	37	43
239000	147	24	49	57
240000	143	28	49	60
241000	145	26	47	55
242000	156	23	42	51
243000	138	23	44	50
244000	139	24	49	59
245000	141	30	48	57
246000	145	23	40	47
246900	126	19	39	42
247900	135	25	47	57
248900	136	29	47	54
249900	137	23	39	45
250900	137	21	39	45
251900	127	24	46	54
252900	133	29	47	54
253900	133	25	42	46
254900	133	22	39	46
255900	126	25	44	49
256800	113	25	42	47
257800	127	24	40	44
258800	130	23	40	46
259800	123	25	42	48
260800	116	24	43	48
261800	124	28	44	48
262800	128	24	38	42
263800	119	21	37	42
264800	114	24	44	48
265700	107	28	41	45
266700	124	24	37	39
267700	113	20	35	40
268700	115	25	44	48
269700	114	29	43	46
270700	113	23	37	41
271700	117	24	37	40
272700	111	23	39	43
273700	105	27	43	46
274600	99	23	34	36
275600	114	23	35	39
276600	108	23	39	42
277600	101	27	43	45
278600	107	28	40	43
279600	110	22	33	37
280600	106	23	37	38
281600	97	24	40	42
282600	106	29	41	44
283600	103	24	33	36
284500	92	19	31	32
285500	94	24	39	42
286500	104	29	41	42
287500	101	24	33	35
288500	98	21	33	35
289500	96	24	37	40
290500	95	29	42	42
291500	97	25	37	39
292500	99	24	32	34
293400	84	19	30	32
