18400	1331	138	899	2015
19400	1329	135	872	1958
20400	1301	130	851	1923
21400	1297	117	813	1863
22300	1135	97	687	1641
23300	1273	107	747	1784
24300	1244	104	725	1759
25300	1244	102	703	1700
26300	1202	80	649	1653
27300	1235	90	656	1633
28300	1188	88	614	1590
29300	1207	76	616	1566
30300	1158	72	564	1511
31300	1172	76	586	1488
32200	1027	66	476	1306
33200	1158	62	536	1435
34200	1118	60	504	1386
35200	1122	65	507	1351
36200	1107	56	473	1323
37200	1099	59	479	1308
38200	1095	52	452	1277
39200	1047	53	439	1238
40200	1071	50	429	1204
41200	1054	53	426	1184
42100	941	38	355	1066
43100	1003	44	398	1127
44100	1029	47	383	1111
45100	1015	44	379	1076
46100	1001	37	365	1086
47100	970	41	357	1037
48100	986	42	354	1029
49100	967	39	327	981
50100	961	35	334	984
51100	937	36	326	963
52000	841	35	292	855
53000	937	36	298	897
54000	926	32	304	907
55000	894	31	300	891
56000	892	36	296	875
57000	905	33	277	834
58000	881	32	287	830
59000	880	33	271	823
60000	832	28	271	793
61000	866	34	265	781
61900	778	27	228	687
62900	843	30	253	763
63900	800	27	254	732
64900	831	32	242	726
65900	820	29	238	705
66900	812	26	234	697
67900	780	27	242	690
68900	789	33	228	671
69900	788	26	215	637
70800	699	23	195	581
70900	729	31	210	615
71800	681	24	206	576
72800	752	30	214	629
73800	754	26	205	587
74800	751	27	206	597
75800	729	26	206	588
76800	707	27	207	577
77800	727	29	192	555
78800	727	24	193	548
79800	708	25	188	546
80700	604	24	181	482
81700	697	30	184	514
82700	695	23	179	507
83700	677	26	179	509
84700	651	25	187	500
85700	667	29	174	491
86700	666	25	168	457
87700	655	21	164	469
88700	632	25	181	463
89700	630	30	172	458
90600	583	23	140	375
91600	624	21	155	440
92600	608	26	175	432
93600	603	29	167	426
94600	620	26	150	402
95600	607	24	154	398
96600	587	24	152	405
97600	572	24	160	392
98600	581	30	151	385
99500	533	21	129	331
100500	569	23	144	372
101500	551	24	154	368
102500	554	29	144	361
103500	566	24	135	337
104500	545	20	135	353
105500	534	25	149	339
106500	532	29	142	340
107500	538	24	129	311
108500	539	23	131	333
